playlist_id,name,description,url
0aXKVCrV9hHgj8DmeqW7nr,HiFi Chill Beats,"Ambient, Emo, Cool, Uplifting &amp; Cinematic Chill background beats for Audiophiles with big headphones &amp; sound systems. The beats contain deep, lustrous &amp; ominious background textures, with Hip Hop, Glitch Hop &amp; Chillstep drums, Light Vocals &amp; Melody. A non LoFi experience. Submit - danehawkins.co.za",https://open.spotify.com/playlist/0aXKVCrV9hHgj8DmeqW7nr
37i9dQZF1DWUN87b7HRrCS,Bossa in the Background,Soft and cozy sounds of Bossa nova.,https://open.spotify.com/playlist/37i9dQZF1DWUN87b7HRrCS
0NOd2x8UvNMNOeJC8L9bTD,Video Game Lofi & Chill 🕹️,"A collection of chill lofi remixes and beats from Video Games! Perfect for study, working or gaming. [Sonic, Zelda, Mario, Pokemon, Donkey Kong, Final Fantasy, Nintendo, SEGA, Playstation]  🔀 Best to listen on shuffle 🎨 Art by Chuck Fontaine",https://open.spotify.com/playlist/0NOd2x8UvNMNOeJC8L9bTD
6WUrdjSNEjUwe1qxvabmvG,Chill Rap Vibes,"",https://open.spotify.com/playlist/6WUrdjSNEjUwe1qxvabmvG
41ywSHhtiJq5eY0PGW2wvn,CHILLHOUSE,"",https://open.spotify.com/playlist/41ywSHhtiJq5eY0PGW2wvn
1xRIXz3097nqmnNYmUKtWP,Lucki & Chill 🪐,SEX. MONEY. DRUGS.,https://open.spotify.com/playlist/1xRIXz3097nqmnNYmUKtWP
6sIMhwIhexEE6lvBanlTqo,chill taylor swift for studying!,i’m so sorry spotify keeps taking this down! because of  this i can’t add a cover photo,https://open.spotify.com/playlist/6sIMhwIhexEE6lvBanlTqo
7GqSHl9oy2iLF1vv7ACaGh,No Lyrics Chill Music,"Insrumental Songs //  only sad // melancholic sad ambient songs without lyrics - this playlist helps me stayin focused. i can concentrate much better, how bout you?",https://open.spotify.com/playlist/7GqSHl9oy2iLF1vv7ACaGh
0ueXCrXxstRdJJV5o0fv7r,Chill Coffeehouse Jazz,A blend of peaceful and relaxed jazz tracks to enjoy with your coffee! Updated weekly.,https://open.spotify.com/playlist/0ueXCrXxstRdJJV5o0fv7r
37i9dQZF1EIeoahuheySfx,Electronic Chill Mix,Electronic Chill music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIeoahuheySfx
37i9dQZF1EIdD2mfuD44LX,Chill Afrobeats Mix,Chill Afrobeats music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIdD2mfuD44LX
37i9dQZF1DX5y8xoSWyhcz,indie pop & chill,it's a vibe (◡ ‿ ◡ ✿).,https://open.spotify.com/playlist/37i9dQZF1DX5y8xoSWyhcz
0aW493ZVmnGM4RhrpVMOHl,chilled 2000s throwbacks,"",https://open.spotify.com/playlist/0aW493ZVmnGM4RhrpVMOHl
6avENyEouFZbdJSohijALQ,Chill Vibes - Lofi Vaporwave,The best way to rest the mind,https://open.spotify.com/playlist/6avENyEouFZbdJSohijALQ
7JabddFr3Q6JPsND4v9Swf,Relax & Chill 2023 🌴,The perfect Chill music for relaxing in a lounge or at the beach! 🌴 Relaxing - Relaxed - Zen - Summer - Winter - Laid-back - No worries - Tranquility - Relajar - Tranquil - Ontspan - Ontspannen - Entspannen - Détendre - Relajarse - Rilassarsi - Relaxar - Good Morning - Wake Up - Buenos,https://open.spotify.com/playlist/7JabddFr3Q6JPsND4v9Swf
3Z72yCEE7ejhoTr7C8liQy,Chill Out Blues & Soul,"background songs for cooking, dinners &amp; relaxed hours with jazzy instrumentals &amp; funky tones",https://open.spotify.com/playlist/3Z72yCEE7ejhoTr7C8liQy
2dt1U92glOOp9UeqPYw4FJ,chill work vibes 🌴,"",https://open.spotify.com/playlist/2dt1U92glOOp9UeqPYw4FJ
37i9dQZF1EIf4OaZ1XTJYw,Chill Hip Hop Mix,Chill Hip Hop music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIf4OaZ1XTJYw
4wjWoRltrA5qZ0uNsnzdWp,Deep House Chill,"Deep House, Chill House, Tropical House, Sunset Vibes, Lounge and some Pop Songs as well. Made with ❤️  <a href=""https://www.fairmusicrecords.com"">Fair Music Records</a> | <a href=""https://www.instagram.com/fairmusicrecords"">Instagram</a>",https://open.spotify.com/playlist/4wjWoRltrA5qZ0uNsnzdWp
5S85xmkjdaMBp91V5ACjPv,Nintendo LoFi & Chill 2024,all vibes for Nintendo Lovers || Dm on @abug.ongaku || lo-fi game videogame pokemon zelda donkey kong super mario animal crossing gamechops dj cutman a-bug leon chang beats gaming kawaii study sleep relax,https://open.spotify.com/playlist/5S85xmkjdaMBp91V5ACjPv
37i9dQZF1EIgMzt58bq5E0,Chill Jazz Classical Mix,Chill Jazz Classical music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIgMzt58bq5E0
37i9dQZF1DX5qwHeIGQ14o,Chilled Afternoon,A relaxing mix of songs to see you through the afternoon.,https://open.spotify.com/playlist/37i9dQZF1DX5qwHeIGQ14o
0S648f54sdHUo0WrGP4Sh5,christmas & chill (deluxe edition),"",https://open.spotify.com/playlist/0S648f54sdHUo0WrGP4Sh5
42W5BWCx7MukRHIQWAqIJj,Chill  Mix,"Chill Mix with chill out music for relaxing - Lay back, relax and chillout with these chill vibes!",https://open.spotify.com/playlist/42W5BWCx7MukRHIQWAqIJj
43JNQ5BE6bMAJW9EKYnZ7P,Kanye Chill,"",https://open.spotify.com/playlist/43JNQ5BE6bMAJW9EKYnZ7P
0yJhsLQd4OBCXBrQCwz8oV,Chilltendo 🎮 Nintendo & Chill lofi beats,"Video game music remixed as chill lofi beats for work and relaxation. Need more beats? Check out <a href=""http://open.spotify.com/playlist/6sRD4XUAiebdqRmhScHZj8?si=Qdr_ZgXSSmKx0UeOM7uC7Q"">Super Lo-Fi World</a>",https://open.spotify.com/playlist/0yJhsLQd4OBCXBrQCwz8oV
7EoECW7Ug1sDfPiuuY5Gka,Office Chill 2023  💻  Work Playlist,Chill songs for your Office 🖥 Oficina - Bureau - Werk - Büro - Kantoor - Ufficio - Escritório,https://open.spotify.com/playlist/7EoECW7Ug1sDfPiuuY5Gka
7s6ZwbUBvR2wFwZxKY9wnr,Animal Crossing Lofi Hiphop Chill Music,Animal Crossing Lofi Hiphop Chill Music,https://open.spotify.com/playlist/7s6ZwbUBvR2wFwZxKY9wnr
0UejWXh5n342JXeuRCEtbE,Chill,"",https://open.spotify.com/playlist/0UejWXh5n342JXeuRCEtbE
0sezmzBTcceIvFIMptBjTa,chill vibes instrumentals🍄,"",https://open.spotify.com/playlist/0sezmzBTcceIvFIMptBjTa
37i9dQZF1EIeHADylc7RCT,Lo-Fi Chill Mix,Lo-Fi Chill music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIeHADylc7RCT
37i9dQZF1E4wOhoaujGH92,Chilled Pig Radio,"With Lowfie, Edward Ong, Guus Dielissen and more",https://open.spotify.com/playlist/37i9dQZF1E4wOhoaujGH92
5aXrBQQrBaUBTVeEqRG0FL,Christmas Chill Out Lounge✨ ,Chillout Mood Lounge,https://open.spotify.com/playlist/5aXrBQQrBaUBTVeEqRG0FL
0iQHZpckYQeEHluLqmGHRc,Christmas Chill,"All is calm, all is bright. Unwind with festive piano songs and acoustic covers. Silent Night, All I Want For Christmas, Merry Xmas (War Is Over), O Holy Night, Last Christmas and more. Add this playlist to your library (+) for regular updates 👇",https://open.spotify.com/playlist/0iQHZpckYQeEHluLqmGHRc
37i9dQZF1DWZRdj6RqDDMm,Praise and Chill,"Just wanna Praise the Lord and chill. Here is a perfect one! Cover: <a href=""https://open.spotify.com/artist/43bV8yQzojEPet60WrZJau?si=tV19pJIgSkSq1IjoAZtWIQ"">Anendlessocean</a> ",https://open.spotify.com/playlist/37i9dQZF1DWZRdj6RqDDMm
37i9dQZF1EIeQIRX5EofPq,Chill Morning Smooth Mix,Chill Morning Smooth music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIeQIRX5EofPq
1Y6yp3H5O6XAos9JKvwuh9,🎸Chill Guitar Beats,"The perfect chillout beats with guitars, featuring best of chill beats, chillhop, lofi, and a mix of instrumental beats.",https://open.spotify.com/playlist/1Y6yp3H5O6XAos9JKvwuh9
37i9dQZF1DX6FdIcKzUp2r,Chilled 80s,Work or rest with these gems from the 80s.,https://open.spotify.com/playlist/37i9dQZF1DX6FdIcKzUp2r
0SFDM0ZVjDnEpYnCtRXH6s,Poolside Chillin' 2023 ☀️,"",https://open.spotify.com/playlist/0SFDM0ZVjDnEpYnCtRXH6s
22QmsmzBamepiAzcovbJ0H,Chill music🙃,"Music to chill, vibe or study to",https://open.spotify.com/playlist/22QmsmzBamepiAzcovbJ0H
4018yqdYFAGJq2tn0bYFCu,Chill Soft EDM,Euphoria &amp; Chill,https://open.spotify.com/playlist/4018yqdYFAGJq2tn0bYFCu
3s2eKvI4mthA2U8UXdnxVh,study chill,"",https://open.spotify.com/playlist/3s2eKvI4mthA2U8UXdnxVh
68iestdWI3siG19bvW6wmd,Female Vocal Chillstep,"Just play in shuffle, songs added in no particular order. Favorite songs from YouTube and Pandora mixes",https://open.spotify.com/playlist/68iestdWI3siG19bvW6wmd
37i9dQZF1EIgbXo4YT1nDn,Chill Relaxing Mix,Chill Relaxing music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIgbXo4YT1nDn
5CO9oLt8EwezJmpwl54guw,Choir songs that give me chills,I’m ascending,https://open.spotify.com/playlist/5CO9oLt8EwezJmpwl54guw
37i9dQZF1DWY8U6Zq7nvbE,Chill Acoustic Covers,Soft and cozy acoustic covers of famous songs.,https://open.spotify.com/playlist/37i9dQZF1DWY8U6Zq7nvbE
0V5IsHm0VJbmeffuLzgoc3,Dreamhop ☁️ Chill Lofi Beats,"Warning: Dreamy vibes ahead. Come and sail with us among the chillest clouds in this heavenly journey.    Submissions: ko-fi.com&#x2F;dreamhop |  jazzhop, chillhop, Lo-fi Hiphop| Perfect to work, cook, have lunch or diner, play video games, study, do homework, groove, run, meditate or even do yoga!",https://open.spotify.com/playlist/0V5IsHm0VJbmeffuLzgoc3
5feh6V6LnQTaGR53LvcBrb,Chill drifting music',"",https://open.spotify.com/playlist/5feh6V6LnQTaGR53LvcBrb
4zQxpvKqnLSUhAFiEqyZDo,Chill Hits,"Unwind and groove to the rhythm of relaxation with our Chill Glow Vibes Playlist. These tracks blend the perfect mix of chill and dance, creating an atmosphere that&#x27;s perfect for kicking back or moving to the beat. ",https://open.spotify.com/playlist/4zQxpvKqnLSUhAFiEqyZDo
37i9dQZF1EIeUHLu2weiEI,Chill Creative Mix,Chill Creative music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIeUHLu2weiEI
2LIq3v1ZvSeLtTV6T8Axa6,"Chillout Lounge - Calm & Relaxing Background Music | Study, Work, Sleep, Meditation, Chill","Chillout Lounge - Relaxing Background Music | Study, Work, Sleep, Meditation, ChillEnjoy Calm &amp; Soothing music for Relax, Study, Read, Spa, Sleeping Music and Relaxing you mind. Just concentrate and imagine",https://open.spotify.com/playlist/2LIq3v1ZvSeLtTV6T8Axa6
0oXD7v9HUf2jFZXQfY2o4U,Chill Electronic ✨,"A playlist containing only the best Chill music of 2023. Chill Music, Chill Songs, Chill House, Chillout, Café Music, Bar Music, Summer Vibes, Sommer, Beach Music, Lounge Chillout, Electronica, Electronic, Tropical House, Relaxing Music, Sunset, Morning Music, Deep House and Lounge Music.",https://open.spotify.com/playlist/0oXD7v9HUf2jFZXQfY2o4U
49t83iy2IowuWjTWT3k425,r and b chill,"",https://open.spotify.com/playlist/49t83iy2IowuWjTWT3k425
37i9dQZF1DWWzN91i1LVSo,Chill Singer-Songwriter,a fresh & mellow mix from some of today's best singer-songwriters. Cover: Bre Kennedy,https://open.spotify.com/playlist/37i9dQZF1DWWzN91i1LVSo
0UvhJlc9YDtMsTIfNPftm2,Chillstep 2023 | Beautiful and Epic EDM,"Epic Beautiful Chillstep, Deeply chilled EDM. Chill and epic vibes to relax and study to. Chillstep, downtempo, ambient chill, future chill, melodic dub, future garage.",https://open.spotify.com/playlist/0UvhJlc9YDtMsTIfNPftm2
6BV8hf92jHN7q1t0aDox1w,Chill And Play,Buffering beats and jazzy interludes - for a mellower gaming experience. ,https://open.spotify.com/playlist/6BV8hf92jHN7q1t0aDox1w
37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax,Chill out and relax to the breeziest hits from the Philippines.,https://open.spotify.com/playlist/37i9dQZF1DX7Jerj8LqApV
6JzpLab60u5MZWNtuk5ifz,Indie Chillout,"A selection of laid-back, mellow indie tunes perfect for relaxation and unwinding.",https://open.spotify.com/playlist/6JzpLab60u5MZWNtuk5ifz
37i9dQZF1DWVYHdtUb7Wil,Chilled Hits,Kick back to these chilled out essentials.,https://open.spotify.com/playlist/37i9dQZF1DWVYHdtUb7Wil
37i9dQZF1DWYXnWC3OMlNs,Flamenco Chill,Keep calm y flamenco chill,https://open.spotify.com/playlist/37i9dQZF1DWYXnWC3OMlNs
37i9dQZF1DX1F430ihQKsD,Montréal Chill,La scène musicale montréalaise au premier plan. Photo: Cédrik St-Onge,https://open.spotify.com/playlist/37i9dQZF1DX1F430ihQKsD
0B3fhKSBEFrSqPDOULV6JY,Yoga Pop Chill,"",https://open.spotify.com/playlist/0B3fhKSBEFrSqPDOULV6JY
4u0GMQFidlMrW6sXsPvybK,Chill Lofi Mix,The perfect playlist for relaxing and chilling out.,https://open.spotify.com/playlist/4u0GMQFidlMrW6sXsPvybK
359KhSwdgu4430rG6rXIlT,chill future songs ,"",https://open.spotify.com/playlist/359KhSwdgu4430rG6rXIlT
6AqldlcGllmFSY26aTGKq1,Indie Chillout,"Explore the essence of indie coolness in our curated playlist, featuring a blend of indie rock, folk, and alternative tunes that will uplift your spirits and add a touch of quirk to your musical experience.",https://open.spotify.com/playlist/6AqldlcGllmFSY26aTGKq1
37i9dQZF1DWXBq4mDDFnfA,Relaxing Classical Guitar,Relax to the sound of classical guitar. ,https://open.spotify.com/playlist/37i9dQZF1DWXBq4mDDFnfA
68P6Y8AJy6Ofv1fv70ANDp,Lounge Chillout (Bar & Café) Dinner Chill Music,"Lounge Chillout for Bars, Cafés and Restaurants.  Coffee Lounge - Vintage vibes - Lobby Music -  Best Chill lounge playlist - Relax Vibes - Beach Chillout - Hotel Lounge - Lounge House - Lounge Musik - Beach Music",https://open.spotify.com/playlist/68P6Y8AJy6Ofv1fv70ANDp
3vfuvrPYLGuho9OHMmwCyA,Sunset Chill 2023,"Tropical House, Deep House, Chill House, Cafe Del Mar, Chillout. Instagram: wearelitchi",https://open.spotify.com/playlist/3vfuvrPYLGuho9OHMmwCyA
6wzmpRVB5LWycAlXIGp0o9,Chill Trap Vibes,"",https://open.spotify.com/playlist/6wzmpRVB5LWycAlXIGp0o9
28BE3XWhDJdnAGKybZIJPK,Pokémon Lofi and Chill (2024),Art: Itzah - Red and Blue - Yellow - Gold and Silver - Crystal - Ruby and Sapphire - FireRed and LeafGreen - Emerald - Diamond and Pearl - Platinum - HeartGold and SoulSilver - Black and White - Black 2 and White 2 - X and Y - Omega Ruby and Alpha Sapphire - Sun and Moon - Ultra Sun and Ultra Moon,https://open.spotify.com/playlist/28BE3XWhDJdnAGKybZIJPK
7tI15sEAA2Hu8VBUvsmzC0,Night Chill 2023,"Chill music for relaxed evenings and chilled nights with friends, including Deep House, Chill House, Summer Music, Electronica, Summer House, House Music, Chill, Relaxing Music, Summer Charts...and much more! Updated weekly!",https://open.spotify.com/playlist/7tI15sEAA2Hu8VBUvsmzC0
50e5WGCBxw784lp3kzZ3Mc,"Chillwave, Chill Synthwave, Electronic Gems","Chillwave music, all songs from Electronic Gems. Pic cred: Hiroshi Nagai",https://open.spotify.com/playlist/50e5WGCBxw784lp3kzZ3Mc
3X5z3Vta8i2Ab7tdTDGBqd,"Real Chill | House, Dance, Chillout","Chill, deep house, electronic, lofi, and more 🌊 @<a href=""https://www.instagram.com/jliskmusic/"">jliskmusic</a> California, Miami",https://open.spotify.com/playlist/3X5z3Vta8i2Ab7tdTDGBqd
2ZE936zjI4OkbrTnMLMZOS,chill car rides🚗🏔️,"",https://open.spotify.com/playlist/2ZE936zjI4OkbrTnMLMZOS
2hEp1yUltymzwVoQYHPbAm,Chilled Acoustic Covers,Easy listening acoustic covers to put on in the background for any event or diner party.,https://open.spotify.com/playlist/2hEp1yUltymzwVoQYHPbAm
7cXSbK9vlrKWcHl5SbOWJn,Chill Juice WRLD,"Rest in peace Juice, we miss you❤️",https://open.spotify.com/playlist/7cXSbK9vlrKWcHl5SbOWJn
4Ml4HcBYG8iuna6RkFcnT0,Chill Work Music,"",https://open.spotify.com/playlist/4Ml4HcBYG8iuna6RkFcnT0
37i9dQZF1EIdFcCrEkmnKs,Chill Party Mix,Chill Party music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIdFcCrEkmnKs
5RUnus1Zz4RZAoowFQ06lt,SONNTAGS CHILLOUT  :-),Chillen playlist. Sonntagsfrühstück. Mitt kaffee  :-) .,https://open.spotify.com/playlist/5RUnus1Zz4RZAoowFQ06lt
3Q5CbrerkYh1Ge2x0u7c4l,chill stoner vibes,"",https://open.spotify.com/playlist/3Q5CbrerkYh1Ge2x0u7c4l
37i9dQZF1EIcIFfe0QW0eO,Chill Focus Mix,Chill Focus music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIcIFfe0QW0eO
37i9dQZF1EIfiu2S7Z7ZTh,Soft Acoustic Chill Mix,Soft Acoustic Chill music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIfiu2S7Z7ZTh
7vXzz0uT6bUz2YdIseD053,chill sza vibes,"",https://open.spotify.com/playlist/7vXzz0uT6bUz2YdIseD053
5sL09870bFz3ghdTSjXTLp,chill rap🎙 (clean),For school,https://open.spotify.com/playlist/5sL09870bFz3ghdTSjXTLp
4G98j7gvAmYK4Mf2uC8tGp,Lofi Chillstep,Very relaxed or easy-going · Lofi Chillstep music playlist,https://open.spotify.com/playlist/4G98j7gvAmYK4Mf2uC8tGp
37i9dQZF1EIfwXxHA1tNbz,Chill Romantic Dinner Mix,Chill Romantic Dinner music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIfwXxHA1tNbz
2hmLDliFT9mW84XHxRUzwx,Summer Vibes 🌞 Chill Hits,Summer vibes &amp; hits. The best summer playlist updated weekly. Sommervibes. Sommer. Summervibes. ☀️,https://open.spotify.com/playlist/2hmLDliFT9mW84XHxRUzwx
4hEIFqfXeXE5GL0xpHtkrW,chill/study,"",https://open.spotify.com/playlist/4hEIFqfXeXE5GL0xpHtkrW
4ddseP2pacLZH2gdJ3Olvl,chill xxxtentation,"",https://open.spotify.com/playlist/4ddseP2pacLZH2gdJ3Olvl
2O1bI24coD7mKSUj6EI8lC,Alan Watts Chillstep,Ordinary Everyday Consciousness,https://open.spotify.com/playlist/2O1bI24coD7mKSUj6EI8lC
12d1ro3Ncnl4wmH5xmv0In,$UICIDEBOY$\CHILL VIBES♠️🎴,best sucideboys songs,https://open.spotify.com/playlist/12d1ro3Ncnl4wmH5xmv0In
4LUcPtHpsEoRvdKYjHZRQh,Chill Videogame Music,"A chill selection of video game music to help you relax and concentrate while you work or study. With some lofi, acoustic and jazz game covers. Mostly Nintendo (Zelda), Final Fantasy and calm indie soundtracks. Thanks to all the talented artists featured in this list :)",https://open.spotify.com/playlist/4LUcPtHpsEoRvdKYjHZRQh
3iWqG37X1QamNZhNuP9NdR,Chill Lofi Christian Worship,Artwork by the wonderful @maria.created Lo-fi music to worship to from indie Christian artists. Submissions @mrstephenbradley lofi / christian / worship / instrumental / chill / coffee / lo-fi / beats / hiphop /chh / cafe / work,https://open.spotify.com/playlist/3iWqG37X1QamNZhNuP9NdR
1HZBOgMvVYrUhguMptSaOd,Lofi & Chill Music,"Relax and unwind with our &#x27;Lofi &amp; Chill&#x27; playlist on Spotify. Dive into a world of calm, where gentle beats and soothing melodies create the perfect backdrop for your chill moments. Let the stress melt away as you immerse yourself in the tranquil vibes of Lofi Music.",https://open.spotify.com/playlist/1HZBOgMvVYrUhguMptSaOd
37i9dQZF1EIecRhjGjKeOs,Chill Coding Mix,Chill Coding music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIecRhjGjKeOs
1aUEmRhW9whkFyXPZMHmVb,Chill Beats...💤,"Shuffle me! new music at the bottom.  Butter jazz, Nu jazz, chillhop, lofi hiphop, downtempo and many other chill beats to study, sleep, meditate, concetrate, daydream, just dream, chill, lounge to, smoke to, drink coffee too, or just create a awsome atmosphere. (Not my image)",https://open.spotify.com/playlist/1aUEmRhW9whkFyXPZMHmVb
37i9dQZF1EId8UjurcHJx7,Chill Instrumental House Mix,Chill Instrumental House music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EId8UjurcHJx7
7zAdUcx3X3Fsdi3g6DjUJc,Chill Mac Miller,Most Dope that&#x27;s forever,https://open.spotify.com/playlist/7zAdUcx3X3Fsdi3g6DjUJc
0E3bE9Sw63vVu4c07PD7x7,Lounge & Chill,"Chill Music, Relax Music, Late Night Music, Morning Music, Chill Morning, Chill Night, Easy Morning, Easy House, Chill House, Relax, Chill, Morning, Vibes, Easy, Summer, Lounge, Peace, Late Night, House | For submissions: submissions@stormmusicgroup.com ",https://open.spotify.com/playlist/0E3bE9Sw63vVu4c07PD7x7
37i9dQZF1DXcc6f6HRuPnq,Midnight Blues,Late night cool and the sound of smooth blues.,https://open.spotify.com/playlist/37i9dQZF1DXcc6f6HRuPnq
3ebqQk8YkdAfzCBm75fH8n,NBAyoungboy chill,"",https://open.spotify.com/playlist/3ebqQk8YkdAfzCBm75fH8n
2BKV6jcGdorRnvOKUPLGcD,"All Zelda and chill (1, 2 , & 3)",Listen to all 3 albums of Zelda and Chill by Mikel and GameChops,https://open.spotify.com/playlist/2BKV6jcGdorRnvOKUPLGcD
4lp0Tjy2mg1YnZIkmhGYHi,Chill Travis songs,"Chill Travis songs dedicated to his album “Utopia,” including “My Eyes,” “Telekinesis,” and “I Know?”",https://open.spotify.com/playlist/4lp0Tjy2mg1YnZIkmhGYHi
37i9dQZF1DXdFC1xcOhJZ9,Chillout Room Classics,Ambient's most enduring tracks from the 90's chillout room scene. Cover: 808 State,https://open.spotify.com/playlist/37i9dQZF1DXdFC1xcOhJZ9
5achz4QK55xGVuYuZO3IKA,Hang Drum Chill,The relaxing sound of hangdrums&#x2F;handpans,https://open.spotify.com/playlist/5achz4QK55xGVuYuZO3IKA
5RGguJeKYUNQOSxUwaQGEP,chill music,"",https://open.spotify.com/playlist/5RGguJeKYUNQOSxUwaQGEP
4ZbMjdW3G7JDllorPIC4lm,comfy cozy chill lofi✨🍄🍂🌧️🌌🍵,chill out with some aesthetic cozy lofi ✨🍄🍂🍵,https://open.spotify.com/playlist/4ZbMjdW3G7JDllorPIC4lm
37i9dQZF1DWT6MhXz0jw61,Mellow Bars,Chillout hip-hop vibes. Cover: Drake,https://open.spotify.com/playlist/37i9dQZF1DWT6MhXz0jw61
3AnB8HR5h2WBO3vPBDKtzg,The Chill Zone,Relaxing tunes for a lazy afternoon,https://open.spotify.com/playlist/3AnB8HR5h2WBO3vPBDKtzg
37i9dQZF1EIWZr1ZevfWBu,Chill Astronaut Mix,"<a href=spotify:playlist:37i9dQZF1EIWIMsBr83Wxe>Bram</a>, <a href=spotify:playlist:37i9dQZF1EIX1CZ08wxAgz>Shinra</a> and <a href=spotify:playlist:37i9dQZF1EIWMCqbpFaLzU>Tanoshi</a>",https://open.spotify.com/playlist/37i9dQZF1EIWZr1ZevfWBu
7gx6s3NfyGIIgdevNFzo8G,Douche chill 🚿,"",https://open.spotify.com/playlist/7gx6s3NfyGIIgdevNFzo8G
5KgzLaLTBtF6mfHvqgBPLX,Suicideboys Chill Mix,"",https://open.spotify.com/playlist/5KgzLaLTBtF6mfHvqgBPLX
4QANcEzQUtPTmAujhvCuKC,Chill Electronic,"Instrumental chillstep, electronic, and future garage",https://open.spotify.com/playlist/4QANcEzQUtPTmAujhvCuKC
1qxzbI2JYHwt1Uvcw6ZLPL,chill trance,relax your mind with chill trance ❤,https://open.spotify.com/playlist/1qxzbI2JYHwt1Uvcw6ZLPL
5uPmdWcL12SKoKspzigUEE,Bathtub Chill ✨,Soak away your worries,https://open.spotify.com/playlist/5uPmdWcL12SKoKspzigUEE
7zr2Kya0CNB6CV5ewMdxHg,Portuguese Chill,"",https://open.spotify.com/playlist/7zr2Kya0CNB6CV5ewMdxHg
0CmiwzENigypZ8LLxIv606,Winter Chill Mix Vol X,A playlist for you to slide into Winter w/ those chill vibes you've come to know &amp; love.,https://open.spotify.com/playlist/0CmiwzENigypZ8LLxIv606
22FpZ5WsPYpUKe5cnPrnDc,Sirius XM Chill,Music that I’ve heard on Sirius XM Chill Radio or fit the vibe ._.,https://open.spotify.com/playlist/22FpZ5WsPYpUKe5cnPrnDc
2Uj8ob2HbXMUOqpA5PGpXv,Lofi Synthwave 2023 (study & chill),chill synthwave to study,https://open.spotify.com/playlist/2Uj8ob2HbXMUOqpA5PGpXv
4Z5FuQvDHlpM75UVpbCH65,chilly winter moring ,"",https://open.spotify.com/playlist/4Z5FuQvDHlpM75UVpbCH65
2SD0G2BD56mp6AzMiCDpW7,Chill Beats & Instrumentals 🌴,"Chill lofi instrumental beats to help you study, work, relax or sleep • Submit your Beats on Instagram @trabbey 🦦 • laid-back relaxed lofi beats, background music to focus • chillhop rap freestyle instrumentals",https://open.spotify.com/playlist/2SD0G2BD56mp6AzMiCDpW7
4ANPW38qMEYQ3Z1mVLrtmm,low-fi 2023 / 2024 🌙 lofi chill beats to study/relax/work,"chillout to lo-fi &amp; down-tempo music &amp; jazzy hip hop vibes for late night studying &amp; reading sessions, working, relaxation, sleep &amp; focus",https://open.spotify.com/playlist/4ANPW38qMEYQ3Z1mVLrtmm
37i9dQZF1EIe8tTHsL93Bq,Chill Saturday Mix,Chill Saturday music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIe8tTHsL93Bq
2KMUp7pA1HcrObVJllPYbk,Lofi - EDM - Chill,"A mix of Lo-fi, soft EDM, and chill alt. A mood setting and ambience  playlist. ",https://open.spotify.com/playlist/2KMUp7pA1HcrObVJllPYbk
3r6xqNFvsGeuaz44FlSlki,Stardew Valley Lofi & Chill ✨,"Lofi videogame music, to chill and relaxed in a good mood. 👩‍🌾. Laid-back lofi hip hop, chill-out, downtempo, new age. Only good vibes inspired by the golden era of Nintendo, Stardew Valley, Pokemon, Animal Crossing, Zelda, Undertale. Artwork by: Magdalena Adamczuk ",https://open.spotify.com/playlist/3r6xqNFvsGeuaz44FlSlki
4Z6Exc7uu3B3qCaklzbUlO,"Chill House 2023 🌴 Chill Hits, Chill Music Vibes","",https://open.spotify.com/playlist/4Z6Exc7uu3B3qCaklzbUlO
37i9dQZF1DX3Ogo9pFvBkY,Ambient Relaxation,"Relax and unwind with chill, ambient music.",https://open.spotify.com/playlist/37i9dQZF1DX3Ogo9pFvBkY
37i9dQZF1DWSNmwgf7Nv11,Boho & Chill,"Free-spirited, atmospheric vibes.",https://open.spotify.com/playlist/37i9dQZF1DWSNmwgf7Nv11
0Pv1zlkhve0c4EKk3VoUY1,INDIAN LOUNGE CHILL,"Good background music for deduction, seduction, thinking, drinking, learning or yearning.",https://open.spotify.com/playlist/0Pv1zlkhve0c4EKk3VoUY1
37i9dQZF1EIf39kP8Wfs5X,Calm Chill Pop Mix,Calm Chill Pop music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIf39kP8Wfs5X
